sentence,word_labels,rule_attribute,missing_words,attr_words
"By comparison , the Moon is 380,000 km from Earth","O,O,O,O,B-ent,O,B-qty,I-qty,B-attr,I-attr",distance from Earth,distance <EOS>,"['from', 'Earth']"
Estimates are 5 tons of comet particles strike the Moon 's surface each 24 hours,"B-ent,O,B-qty,I-qty,O,B-attr,I-attr,O,O,O,O,O,O,O,O",comet particles mass,mass <EOS>,"['comet', 'particles']"
"For comparison , the Moon has a mass of 7.5 kg","O,O,O,B-ent,I-ent,O,O,B-attr,O,B-qty,I-qty",mass, <EOS>,['mass']
The full Moon 's average angular diameter is about 31 arcminutes ( or 0.52° ),"O,B-ent,O,O,B-attr,I-attr,I-attr,O,O,B-qty,I-qty,O,O,O,O",average angular diameter, <EOS>,"['average', 'angular', 'diameter']"
The resulting value for the Moon is 6.67 steradians,"O,O,B-attr,O,B-ent,I-ent,O,B-qty,I-qty",value in steradians,in <EOS>,['value']
The trip to the Moon took just over three days,"O,B-attr,I-attr,I-attr,B-ent,B-attr,O,O,B-qty,I-qty",trip to the moon took,moon <EOS>,"['trip', 'to', 'the', 'took']"
Jocelerme Privert was released after 26 months in prison,"B-ent,I-ent,O,B-attr,O,B-qty,I-qty,O,O",duration released,duration <EOS>,['released']
"The closest city is Invercargill , approximately twenty kilometres away","O,B-attr,I-attr,B-ent,O,O,O,B-qty,I-qty,O",distance to closest city,distance to <EOS>,"['closest', 'city']"
"The major centre of Southland , Invercargill , is over 15 km west","O,O,O,O,O,O,B-ent,O,O,O,B-qty,I-qty,B-attr",west distance,distance <EOS>,['west']
"The nearest city is Invercargill , over 25 km to the southwest","O,B-ent,I-ent,O,O,O,O,B-qty,I-qty,B-attr,I-attr,I-attr",distance to the southwest,distance <EOS>,"['to', 'the', 'southwest']"
"Guosen Securities , as the largest shareholder , holds 50 percent of Penghua 's shares","B-ent,I-ent,O,O,O,O,O,O,B-attr,B-qty,I-qty,O,B-attr,I-attr,I-attr",holds Penghua 's shares, <EOS>,"['holds', 'Penghua', ""'s"", 'shares']"
"A indestructible concavo - convex metal disc approximately in diameter , weighing 12 pounds","O,O,B-ent,I-ent,B-ent,I-ent,I-ent,O,O,O,O,B-attr,B-qty,I-qty",weight,weight <EOS>,['weighing']
"The nearest city is Palai , which is about 18 kilometers away","O,B-attr,I-attr,O,B-ent,O,O,O,O,B-qty,I-qty,O",distance to nearest city,distance to <EOS>,"['nearest', 'city']"
The nearest town is Palai which is about 4 km from Kizhaparayar,"O,O,O,O,B-ent,O,O,O,B-qty,I-qty,B-attr,I-attr",distance from Kizhaparayar,distance <EOS>,"['from', 'Kizhaparayar']"
Harrison was 21 years old when the Longitude Act was passed,"B-ent,O,B-qty,I-qty,O,O,O,O,O,O,O",age,age <EOS>,[]
Bob Schmitz was 65 years old,"B-ent,I-ent,O,B-qty,I-qty,O",age,age <EOS>,[]
", Maracon had an unemployment rate of 2.6 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
"The Democratic Party candidate , Grover Cleveland , garnered 46.94 % of the popular vote","O,B-ent,I-ent,I-ent,O,O,O,O,B-attr,B-qty,I-qty,O,O,B-attr,I-attr",popular vote garnered, <EOS>,"['garnered', 'popular', 'vote']"
Jahrom 's history goes back some 2500 years when the Achaemenids established the Persian Empire,"O,O,B-attr,I-attr,O,O,B-qty,I-qty,O,O,O,O,O,O,O",history, <EOS>,"['history', 'goes']"
The Maheshwar Dam produce 400 MW of electricity,"B-ent,I-ent,I-ent,B-attr,B-qty,I-qty,O,B-attr",produce electricity, <EOS>,"['produce', 'electricity']"
The A616 road passes approximately 2 miles to the west of Norwell,"O,B-ent,I-ent,B-attr,O,B-qty,I-qty,B-attr,I-attr,I-attr,I-attr,I-attr",distance to the west of Norwell,distance <EOS>,"['passes', 'to', 'the', 'west', 'of', 'Norwell']"
Akun Island has a land area of 64.39 sq mi ( 166.77 km² ),"B-ent,I-ent,O,O,B-attr,I-attr,O,B-qty,I-qty,I-qty,O,O,O,O",land area, <EOS>,"['land', 'area']"
Cascades ' interest in Boralex decreases to 71 %,"B-attr,I-attr,I-attr,O,B-ent,B-attr,O,B-qty,I-qty",Cascades ' interest decreases, <EOS>,"['Cascades', ""'"", 'interest', 'decreases']"
The pack provides up to 300 hours on 2 AA batteries ( not included ),"O,B-ent,B-attr,O,O,B-qty,I-qty,O,O,O,O,O,O,O,O",duration provides,duration <EOS>,['provides']
", Fisibach had an unemployment rate of 2.09 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Riedern has an unemployment rate of 2.31 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
"The authors call this 7 % of Muslims "" Politically Radicalized ""","O,O,O,O,B-qty,I-qty,B-attr,B-ent,O,B-ent,I-ent,O",percentage of Muslims,percentage <EOS>,['of']
Kanaganahalli Kanaganahalli is about 3 km from Sannati,"B-ent,I-ent,O,O,B-qty,I-qty,B-attr,I-attr",distance from Sannati,distance <EOS>,"['from', 'Sannati']"
""" Fritillaria maximowiczii "" is a bulb - producing perennial up to 60 cm tall","O,B-ent,I-ent,O,O,O,O,O,O,O,O,O,B-qty,I-qty,O",height,height <EOS>,[]
Typical reductions in A1C values are 0.5-1.0 %,"B-attr,I-attr,O,B-ent,I-ent,O,B-qty,I-qty",typical reductions,typical <EOS>,"['Typical', 'reductions']"
The Feather Falls were recently measured to be 410 feet tall,"O,B-ent,I-ent,O,O,B-attr,O,O,B-qty,I-qty,O",length measured,length <EOS>,['measured']
Hastinapur is a Mahabharata period town situated 9 km from the city center,"O,O,O,B-ent,I-ent,I-ent,O,B-qty,I-qty,B-attr,I-attr,I-attr,I-attr",distance from the city center,distance <EOS>,"['from', 'the', 'city', 'center']"
"The epic "" Mahabharata "" describes one instance of niyoga","O,O,O,B-ent,O,B-attr,B-qty,I-qty,O,B-attr",number of instance of niyoga,number <EOS>,"['describes', 'niyoga']"
The average temperature in Mkoani is 26°C ( 79 °F ),"O,B-attr,I-attr,O,B-ent,O,O,O,O,O,O",average temperature, <EOS>,"['average', 'temperature']"
team spent one day in Luxembourg attempting to crack the Luxembourg iTunes top 20,"B-ent,B-attr,B-qty,I-qty,O,O,O,O,O,O,O,O,O,O",duration spent,duration <EOS>,['spent']
"The Whig Party candidate , Zachary Taylor , garnered 42.12 % of the popular vote","O,B-ent,I-ent,I-ent,O,O,O,O,B-attr,B-qty,I-qty,O,O,B-attr,I-attr",popular vote garnered, <EOS>,"['garnered', 'popular', 'vote']"
The Emirate of Abu Dhabi exported 747.2 million barrels of crude oil in 2010,"O,O,O,B-ent,I-ent,B-attr,B-qty,I-qty,I-qty,O,B-attr,I-attr,O,O",exported crude oil, <EOS>,"['exported', 'crude', 'oil']"
Kilby was also reported as having a Meadow consisting of 12 acres and 1 mill,"O,O,O,O,O,O,O,B-ent,B-attr,O,B-qty,I-qty,O,O,O",amount consisting,amount <EOS>,['consisting']
The area of Caraballeda is 82.1 square kilometers,"O,B-attr,O,B-ent,O,B-qty,I-qty,I-qty",area, <EOS>,['area']
El Salvador has a coastline of 307 km,"B-ent,I-ent,O,O,B-attr,O,B-qty,I-qty",coastline length,length <EOS>,['coastline']
"El Salvador has over 10,000 km of roads , and one passenger rail service","B-ent,I-ent,O,O,B-qty,I-qty,O,B-attr,O,O,O,O,O,O",roads length,length <EOS>,['roads']
The majority of Salvadorans in modern El Salvador identify themselves as 86.3 % Mestizo roots,"O,B-attr,O,B-ent,O,O,O,O,B-attr,O,O,B-qty,I-qty,I-attr,I-attr",percentage of Mestizo roots,percentage <EOS>,"['majority', 'identify', 'Mestizo', 'roots']"
"The capital , Astana is 3.5 hours away by train","O,O,O,B-ent,O,B-qty,I-qty,O,I-attr,I-attr",duration by train,duration <EOS>,"['by', 'train']"
"In the eastern parts , the Obshchy Syrt reaches heights of over 500 meters","O,B-ent,O,O,O,I-ent,I-ent,I-ent,B-attr,I-attr,O,O,B-qty,I-qty",reaches heights, <EOS>,"['reaches', 'heights']"
This started a successful association between Barry and Eon Productions that lasted for 25 years,"O,O,O,B-attr,I-attr,O,B-ent,I-ent,I-ent,I-ent,O,B-attr,O,B-qty,I-qty",successful association lasted, <EOS>,"['successful', 'association', 'lasted']"
TransCanada Corporation owns 24.65 % of the outstanding units and controls the general partner,"B-ent,I-ent,O,B-qty,I-qty,O,B-attr,I-attr,I-attr,O,O,I-attr,O,O",the outstanding units share,share <EOS>,"['the', 'outstanding', 'units', 'the']"
"The municipality contains 16.5 % of the Aguapeí State Park , created in 1998","O,B-ent,B-attr,B-qty,I-qty,O,O,B-attr,I-attr,I-attr,O,O,O,O",percentage of Aguapeí State Park,percentage <EOS>,"['contains', 'Aguapeí', 'State', 'Park']"
"The municipality contains 18.7 % of the Aguapeí State Park , created in 1998","O,B-ent,B-attr,B-qty,I-qty,O,O,B-attr,I-attr,I-attr,O,O,O,O",percentage of Aguapeí State Park,percentage <EOS>,"['contains', 'Aguapeí', 'State', 'Park']"
"The municipality contains 2.24 % of the Aguapeí State Park , created in 1998","O,B-ent,B-attr,B-qty,I-qty,O,O,B-attr,I-attr,I-attr,O,O,O,O",percentage of Aguapeí State Park,percentage <EOS>,"['contains', 'Aguapeí', 'State', 'Park']"
"The municipality contains 2.57 % of the Aguapeí State Park , created in 1998","O,B-ent,B-attr,B-qty,I-qty,O,O,B-attr,I-attr,I-attr,O,O,O,O",percentage of Aguapeí State Park,percentage <EOS>,"['contains', 'Aguapeí', 'State', 'Park']"
"The municipality contains 21.6 % of the Aguapeí State Park , created in 1998","O,B-ent,B-attr,B-qty,I-qty,O,O,B-attr,I-attr,I-attr,O,O,O,O",percentage of Aguapeí State Park,percentage <EOS>,"['contains', 'Aguapeí', 'State', 'Park']"
"The municipality contains 38.4 % of the Aguapeí State Park , created in 1998","O,B-ent,B-attr,B-qty,I-qty,O,O,B-attr,I-attr,I-attr,O,O,O,O",percentage of Aguapeí State Park,percentage <EOS>,"['contains', 'Aguapeí', 'State', 'Park']"
Bollineni Hillside will have dwelling space of approximately six million sft,"B-ent,I-ent,O,O,B-attr,I-attr,O,O,B-qty,I-qty,I-qty",dwelling space, <EOS>,"['dwelling', 'space']"
"He co-hosts an interfaith show on Omni Television called "" 3 D : Dialogue ""","O,O,O,B-attr,I-attr,O,B-ent,I-ent,B-attr,O,B-qty,I-qty,O,O,O",dimension,dimension <EOS>,"['interfaith', 'show', 'called']"
Gerald Levert was only 40 years old,"B-ent,I-ent,O,O,B-qty,I-qty,B-attr",age,age <EOS>,['old']
"The traditional steel guns chambered for .32 ACP have barrel lengths around 3.5 ""","O,O,O,O,O,O,B-ent,I-ent,O,B-attr,I-attr,O,B-qty,I-qty",barrel lengths, <EOS>,"['barrel', 'lengths']"
The potential temperature of WSBW is - 0.7 °C,"O,B-attr,I-attr,O,B-ent,O,O,B-qty,O",potential temperature, <EOS>,"['potential', 'temperature']"
The gorge begins with the impressive 25 foot Boonton Falls,"O,B-ent,B-attr,O,O,O,B-qty,I-qty,B-ent,B-ent",height of Falls,height of <EOS>,['begins']
"The calculated effective temperature increased from 4,500K in 1900 to 5,000K in 1960","O,O,B-ent,B-attr,I-attr,O,B-qty,O,O,O,O,O,O",temperature increased, <EOS>,"['temperature', 'increased']"
The Hastinapur is about 71 km from Barnawa and takes 1hr 30mins to reach there,"O,B-ent,O,O,B-qty,I-qty,B-attr,I-attr,O,O,O,O,O,O,O",distance from Barnawa,distance <EOS>,"['from', 'Barnawa']"
His father died from a working accident when Tor Aspengren was eight years old,"O,O,O,O,O,O,O,O,B-ent,I-ent,O,B-qty,I-qty,O",age,age <EOS>,[]
Fleta is 0.62 miles northeast of Goldtown,"B-ent,O,B-qty,I-qty,B-attr,I-attr,I-attr",distance from northeast of Goldtown,distance from <EOS>,"['northeast', 'of', 'Goldtown']"
The total area of Taki is 507.03 km²,"O,B-attr,I-attr,O,B-ent,O,B-qty,O",total area, <EOS>,"['total', 'area']"
Frank Loomis set a new world record with 54.0 seconds in the final,"B-ent,I-ent,B-attr,O,I-attr,I-attr,I-attr,O,B-qty,I-qty,O,O,O",new world record time,time <EOS>,"['set', 'new', 'world', 'record']"
"Also , Ford dropped the two V6 engines for this platform","O,O,B-ent,O,O,B-qty,O,B-attr,O,O,O",engine type,engine type <EOS>,['engines']
Ford CVPIs were governed to 129 miles per hour,"B-ent,I-ent,O,B-attr,O,B-qty,I-qty,I-qty,I-qty",speed governed,speed <EOS>,['governed']
Ford claims the Kuga and Escape have 80 percent parts commonality,"B-ent,O,O,O,O,O,O,B-qty,I-qty,B-attr,I-attr",percentage of parts commonality,percentage of <EOS>,"['parts', 'commonality']"
Ford had acquired a 25 % stake in Mazda in 1979,"B-ent,O,B-attr,O,B-qty,I-qty,B-attr,I-attr,I-attr,O,O",acquired stake in Mazda, <EOS>,"['acquired', 'stake', 'in', 'Mazda']"
The Ford Motor Company of Dearborn Michigan then held just 54 % of its shares,"O,B-ent,I-ent,I-ent,O,O,O,O,B-attr,O,B-qty,I-qty,O,O,B-attr",shares held, <EOS>,"['held', 'shares']"
SEK Agiou Athanasiou won their 1 st title,"B-ent,I-ent,I-ent,B-attr,O,B-qty,I-qty,B-attr",won title, <EOS>,"['won', 'title']"
100 years ago Valiyangadi and the Kozhikode Beach area was the centre of Kozhikode city,"B-qty,I-qty,O,O,O,O,B-ent,I-ent,I-ent,O,O,O,O,I-ent,O",duration,duration <EOS>,[]
100 years ago the Kozhikode Beach area was the centre of Kozhikode city,"B-qty,I-qty,O,O,B-ent,I-ent,I-ent,O,O,O,O,I-ent,O",duration,duration <EOS>,[]
100 years ago the Kozhikode Beach area were the centre of Kozhikode city,"B-qty,I-qty,O,O,B-ent,I-ent,I-ent,O,O,O,O,I-ent,O",duration,duration <EOS>,[]
"San Marino have played two "" home "" matches outside their borders","B-ent,I-ent,O,B-attr,B-qty,O,O,O,B-attr,I-attr,I-attr,I-attr",number of matches played outside their borders,number of <EOS>,"['played', 'matches', 'outside', 'their', 'borders']"
The corporate profits tax rate in San Marino is 19 %,"O,B-attr,I-attr,I-attr,I-attr,O,B-ent,I-ent,O,B-qty,I-qty",corporate profits tax rate, <EOS>,"['corporate', 'profits', 'tax', 'rate']"
Santa Rita do Novo Destino is 82 km,"B-ent,I-ent,I-ent,I-ent,I-ent,O,B-qty,I-qty",length,length <EOS>,[]
Avion Roe were the first independent artist to release a 3 D Music Video,"O,O,O,O,B-ent,I-ent,I-ent,O,B-attr,O,B-qty,I-qty,O,O",dimension,dimension <EOS>,['release']
Butch Woolfolk rushed for 142 yards,"B-ent,I-ent,B-attr,O,B-qty,I-qty",rushed yards, <EOS>,['rushed']
"The nearest urban center , Morbi , is about 50 km away from the port","O,B-ent,I-ent,I-ent,O,O,O,O,O,B-qty,I-qty,O,B-attr,I-attr,I-attr",distance from the port,distance <EOS>,"['from', 'the', 'port']"
Hatkanangale station is 4 km from Kumbhoj,"B-ent,I-ent,O,B-qty,I-qty,B-attr,I-attr",distance from Kumbhoj,distance <EOS>,"['from', 'Kumbhoj']"
"He moved his family to Kew Gardens , Queens when Paysach was seven years old","O,O,O,O,O,O,O,O,O,O,B-ent,O,B-qty,I-qty,O",age,age <EOS>,[]
Mario Anguiano Moreno was elected Governor with 50.9 % of the vote,"B-ent,I-ent,I-ent,O,O,O,O,B-qty,I-qty,O,O,B-attr",percentage of vote,percentage <EOS>,['vote']
The Cretaceous period lasted for 80 million years,"O,B-ent,I-ent,B-attr,O,B-qty,I-qty,I-qty",duration lasted,duration <EOS>,['lasted']
Water drawn from Cretaceous wells represents about 80 % of the production,"O,B-attr,O,B-ent,I-ent,B-attr,O,B-qty,I-qty,B-attr,O,I-attr",water production percentage,water percentage <EOS>,"['drawn', 'represents', 'of', 'production']"
"The FIM eventually included the 1,200 cc displacement limit for twins in the superbike rules","B-ent,I-ent,O,O,O,O,B-qty,B-attr,I-attr,O,O,O,O,O,O",displacement limit, <EOS>,"['displacement', 'limit']"
", Chavannes-sur-Moudon had an unemployment rate of 2.1 %","O,O,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
", Hüniken had an unemployment rate of 3.6 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
The Rippon Tor Rifle Range lies within five miles of Ashburton,"O,B-ent,I-ent,I-ent,I-ent,B-attr,O,B-qty,I-qty,O,B-attr",distance to Ashburton,distance to <EOS>,"['lies', 'Ashburton']"
"George Amundson was the first Cyclone to rush for over 1,000 yards","O,O,O,O,B-ent,I-ent,O,B-attr,O,O,B-qty,I-qty",rushed yards,rushed <EOS>,['rush']
According to the Daily Mirror the claims amounted to £200,"O,O,O,B-ent,I-ent,O,B-attr,I-attr,O,B-qty",claims amounted, <EOS>,"['claims', 'amounted']"
"The car also carried gold 15 "" x7 "" Super Stock III Oldsmobile rims","O,B-ent,O,B-attr,O,B-qty,I-qty,O,I-qty,O,O,O,O,O",gold size carried,size <EOS>,['carried']
The ACADS gene is approximately 13 kb in length and has 10 exons,"O,B-ent,I-ent,O,O,B-qty,I-qty,O,O,O,O,O,O",size,size <EOS>,[]
Snapchat 's shares fell by 1.5 %,"O,O,B-attr,I-attr,O,B-qty,I-qty",shares fell, <EOS>,"['shares', 'fell']"
Jamaal Charles ran for 79 yards and John Chiles carried once for four yards,"B-ent,I-ent,B-attr,O,B-qty,I-qty,O,O,O,O,O,O,O,I-qty",ran yards, <EOS>,['ran']
"Lan Yu led a Ming army comprising 150,000 soldiers in the campaign","B-ent,I-ent,O,O,O,O,O,B-qty,I-qty,O,O,O",number of soldiers,number of <EOS>,[]
Männedorf has an unemployment rate of 1.94 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
"Furthermore , Poznań had very low unemployment rate of 2.3 % as of May 2009","O,O,B-ent,O,O,B-attr,I-attr,I-attr,O,B-qty,I-qty,O,O,O,O",low unemployment rate, <EOS>,"['low', 'unemployment', 'rate']"
The trip to Poznań by train would then take less than an hour,"O,B-attr,O,B-ent,B-attr,I-attr,O,O,I-attr,O,O,B-qty,I-qty",trip time by train,time <EOS>,"['trip', 'by', 'train', 'take']"
Incumbent President Yahya Jammeh was re-elected with 67.3 % of the vote,"B-ent,I-ent,I-ent,I-ent,O,B-attr,O,B-qty,I-qty,O,O,B-attr",vote percentage,percentage <EOS>,"['re-elected', 'vote']"
Akari Yoshida Yoshida passed NMB48's 1 st generation auditions in September 2010,"B-ent,I-ent,I-ent,B-attr,O,B-qty,I-qty,B-attr,I-attr,O,O,O",passed generation auditions, <EOS>,"['passed', 'generation', 'auditions']"
Adam 's age at death is given as 930 years,"B-ent,I-ent,B-attr,I-attr,I-attr,O,O,O,B-qty,I-qty",age at death, <EOS>,"['age', 'at', 'death']"
The entire construction of Adam 's appearance took about two weeks,"O,B-attr,I-attr,O,O,O,B-ent,B-attr,O,B-qty,I-qty",entire construction duration,duration <EOS>,"['entire', 'construction', 'took']"
"Charing has had four mills over the centuries , serving the needs of the villagers","B-ent,O,O,B-qty,I-qty,O,O,B-attr,O,O,O,O,O,O,O",number of mills,number <EOS>,['centuries']
"If the capitalization rate were 5 % , the payback period would be twenty years","O,O,O,O,O,O,O,O,O,B-ent,I-ent,O,O,B-qty,I-qty",duration,duration <EOS>,[]
Arı Technopolis has the 49 % of export among technopolises in Turkey,"B-ent,I-ent,O,O,B-qty,I-qty,O,B-attr,O,O,O,O",export, <EOS>,['export']
The plant 's single Combustion Engineering pressurized water reactor generated 484 megawatts of electricity,"O,O,O,O,O,O,O,B-ent,I-ent,B-attr,B-qty,I-qty,O,B-attr",electricity generated, <EOS>,"['generated', 'electricity']"
Turbenthal has an unemployment rate of 2.39 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Allegro giusto ( B major ) The work takes approximately 24 minutes to perform,"O,O,O,O,O,O,O,B-ent,B-attr,O,B-qty,I-qty,O,O",duration takes,duration <EOS>,['takes']
GE then owned 80 % of NBC Universal and Vivendi owned 20 %,"B-ent,O,B-attr,B-qty,I-qty,B-attr,I-attr,I-attr,O,O,O,O,I-qty",NBC Universal share,share <EOS>,"['owned', 'of', 'NBC', 'Universal']"
Vivendi bought 20 % of NBC forming the company NBCUniversal,"B-ent,B-attr,B-qty,I-qty,I-attr,O,O,O,O,O",NBC share,share <EOS>,"['bought', 'of']"
Vivendi held a 52 % majority stake in the new business,"B-ent,B-attr,O,B-qty,I-qty,B-attr,I-attr,O,O,O,O",held majority stake, <EOS>,"['held', 'majority', 'stake']"
Vivendi would sell its 20 % stake in NBCUniversal to GE for US$ 5.8 billion,"B-ent,O,B-attr,O,B-qty,I-qty,B-attr,O,O,O,O,O,O,O,O",sell stake, <EOS>,"['sell', 'stake']"
Gelfingen has an unemployment rate of 1.21 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Ivanhoé Cambridge maintained a 20 percent stake in the property 's ownership,"B-ent,I-ent,B-attr,O,B-qty,I-qty,B-attr,O,O,O,O,O",maintained stake, <EOS>,"['maintained', 'stake']"
Houkisugi at Nakagawa Houkisugi at Nakagawa is estimated to be more than 2000 years old,"B-ent,O,I-ent,I-ent,O,I-ent,O,O,O,O,O,O,B-qty,I-qty,O",age,age <EOS>,[]
Deutsche Börse had previously held over 76 % of the shares,"B-ent,I-ent,O,O,B-attr,O,B-qty,I-qty,O,B-attr,I-attr",held  the shares, <EOS>,"['held', 'the', 'shares']"
Wauwil has an unemployment rate of 2.23 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Byron personally discovered Yvette Mimieux when the actress was 16 years old,"O,O,O,O,O,O,O,B-ent,O,B-qty,I-qty,O",age,age <EOS>,[]
